response_index,response
15672,The rooms at the Huntingdon Marriott Hotel aren't that clean.  Would you like information on anything else?
15673,"The service quality is varied at the City Stop Restaurant, with customers having both mediocre experiences and those that were responsive and pleasant."
15676,"Curry Garden, The Golden Curry, Saffron Brasserie, Curry King, Panahar all have outdoor seating. I don't have information about the Curry Queen."
15677,"Yes, the Yippee Noodle Bar does have a nice area for outdoor dining. Would you like to know more about them?"
15680,The reviews on their non-alcoholic drink options is mixed. Some state the menu leaves a lot to be desired while others say there are a lot of options for non-alcoholic drinks. Do you have any other questions about Thanh Binh?
15682,"The spa is not worth the price and the rooms could be bigger, according to one picky guest, but others said the rooms were quiet and the prices were good."
15683,Eraina has enormous food portions. Would you like to make a reservation or do you need to know anything else?
15685,"University Arms Hotel has really big, spacious rooms that do not feel cramped. Would you like to book a reservation?"
15686,"I don't have any information about them being officially sanitized, but past guests do describe them as super clean and spotless."
15689,"Yes, there are many good options for non-alcoholic drinks available. Can I answer anything else about Curry Prince?"
15691,"Fitzbillies Restaurant is said to offer both good views and bad ones, according to customer reviews. Would you like to book it?"
15692,The Royal Spice carries a lot of non-alcoholic drink options. Would you like to know anything else about them?
15694,Most people seem to feel that the location is not quiet. They complain that the proximity to the highway makes it fairly noisy.
15695,"A lot of people said the rooms at Warkworth are a bit small. Some said it was big enough for them, though. I can ask for a bigger one if you'd like."
15696,"Yes, there are good breakfast options at Acorn Guest House. Past guests have said that there are many delicious options."
15698,"Ashley Hotel is located in the city and is within walking distance of many different types of attractions, and it includes free parking as well."
15701,"Frankie and Benny's has a lot of reviews that say the portion sizes are big, but only one that says they're too small compared to what they were used to."
15703,"Most people seem to feel the portions are large, and refer to them as big and generous. But there are past guests who have said they left a bit hungry because the portions are small."
